Wavelength (nm),Sum,Li I (6.5e-03),Li II (3.2e-01),Li III (5.5e-29),C I (1.2e-01),C II (5.2e-02),C III (1.4e-08),O I (4.8e-01),O II (1.6e-02),O III (1.1e-12)
209.85,7.611e-7,,,1.525e-76,,7.594e-7,8.423e-18,,1.619e-9,
209.94,3.269e-7,,,1.892e-77,,3.249e-7,3.620e-18,,2.004e-9,
210.02,1.424e-7,,,2.693e-78,,1.401e-7,1.592e-18,,2.301e-9,
210.1,5.820e-8,,,3.505e-79,,5.574e-8,6.742e-19,,2.458e-9,
210.18,2.288e-8,,,4.173e-80,,2.046e-8,2.905e-19,,2.421e-9,
210.26,9.127e-9,,,4.545e-81,,6.937e-9,1.364e-19,,2.190e-9,
210.35,3.670e-9,,,3.372e-82,,1.907e-9,6.717e-20,,1.763e-9,
210.43,2.006e-9,,,3.038e-83,,6.808e-10,3.877e-20,,1.326e-9,
210.51,1.493e-9,,,2.451e-84,,5.794e-10,2.246e-20,,9.132e-10,
210.59,1.788e-9,,,,,1.212e-9,1.245e-20,,5.762e-10,
210.67,3.234e-9,,,,,2.901e-9,6.436e-21,,3.331e-10,
210.75,6.694e-9,,,,,6.517e-9,3.071e-21,,1.764e-10,
210.84,1.472e-8,,,,,1.464e-8,1.207e-21,,7.768e-11,
210.92,2.747e-8,,,,,2.743e-8,4.799e-22,,3.414e-11,
211,4.715e-8,,,,,4.713e-8,1.749e-22,,1.374e-11,
211.08,7.426e-8,,,,,7.426e-8,5.837e-23,,5.069e-12,
211.16,1.073e-7,,,,,1.073e-7,1.785e-23,,1.712e-12,
211.25,1.464e-7,,,,,1.464e-7,4.238e-24,,4.549e-13,
211.33,1.759e-7,,,,,1.759e-7,1.076e-24,,1.275e-13,
211.41,1.939e-7,,,,,1.939e-7,2.500e-25,,3.277e-14,
211.49,1.960e-7,,,,,1.960e-7,5.323e-26,,7.794e-15,
211.57,1.817e-7,,,,,1.817e-7,1.038e-26,,2.163e-15,
211.65,1.545e-7,,,,,1.545e-7,1.855e-27,,3.013e-15,
211.74,1.160e-7,,,,,1.160e-7,2.405e-28,,1.606e-14,
211.82,8.208e-8,,,,,8.208e-8,3.566e-29,,7.156e-14,
211.9,5.324e-8,,,,,5.323e-8,4.842e-30,,2.936e-13,
211.98,3.167e-8,,,,,3.166e-8,6.023e-31,,1.106e-12,
212.06,1.728e-8,,,,,1.728e-8,6.862e-32,,3.829e-12,
212.15,7.930e-9,,,,,7.916e-9,5.365e-33,,1.398e-11,
212.23,3.834e-9,,,,,3.794e-9,5.073e-34,,4.039e-11,
212.31,2.663e-9,,,,,2.556e-9,4.393e-35,,1.071e-10,
212.39,5.597e-9,,,,,5.336e-9,,,2.611e-10,
212.47,2.034e-8,,,,,1.976e-8,,,5.842e-10,
212.56,8.795e-8,,,,,8.664e-8,,,1.306e-9,
212.64,2.996e-7,,,,,2.971e-7,,,2.439e-9,
212.72,9.415e-7,,,,,9.373e-7,,,4.183e-9,
212.8,2.725e-6,,,,,2.718e-6,,,6.589e-9,
212.88,7.259e-6,,,,,7.249e-6,,,9.533e-9,
212.96,1.778e-5,,,,,1.777e-5,,,1.267e-8,
213.05,4.410e-5,,,,,4.408e-5,,,1.575e-8,
213.13,9.041e-5,,,,,9.040e-5,,,1.747e-8,
213.21,1.704e-4,,,,,1.704e-4,,,1.779e-8,
213.29,2.954e-4,,,,,2.954e-4,,,1.665e-8,
213.37,4.708e-4,,,,,4.708e-4,,,1.430e-8,
213.46,7.192e-4,,,,,7.192e-4,,,1.089e-8,
213.54,9.586e-4,,,,,9.586e-4,,,7.808e-9,
213.62,1.175e-3,,,,,1.175e-3,,,5.142e-9,
213.7,1.323e-3,,,,,1.323e-3,,,3.110e-9,
213.78,1.371e-3,,,,,1.371e-3,,,1.728e-9,
213.86,1.305e-3,,,,,1.305e-3,,,8.814e-10,
213.95,1.117e-3,,,,,1.117e-3,1.955e-31,,3.734e-10,
214.03,8.893e-4,,,,,8.893e-4,2.112e-30,,1.590e-10,
214.11,6.510e-4,,,,,6.510e-4,2.100e-29,,6.218e-11,
214.19,4.381e-4,,,,,4.381e-4,1.922e-28,,2.233e-11,5.400e-41
214.27,2.710e-4,,,,,2.710e-4,1.619e-27,,7.368e-12,5.860e-40
214.36,1.428e-4,,,,,1.428e-4,1.613e-26,,1.911e-12,7.763e-39
214.44,7.387e-5,,,,,7.387e-5,1.140e-25,,5.262e-13,7.069e-38
214.52,3.513e-5,,,,,3.513e-5,7.413e-25,,1.331e-13,5.927e-37
214.6,1.536e-5,,,,,1.536e-5,4.439e-24,,3.090e-14,4.576e-36
214.68,6.176e-6,,,,,6.176e-6,2.447e-23,,6.592e-15,3.252e-35
214.77,2.018e-6,,,,,2.018e-6,1.513e-22,,1.047e-15,2.676e-34
214.85,7.105e-7,,,,,7.105e-7,6.994e-22,,1.864e-16,1.596e-33
214.93,2.834e-7,,,,,2.834e-7,2.977e-21,,3.048e-17,8.765e-33
215.01,1.969e-7,,,,,1.969e-7,1.166e-20,,4.577e-18,4.432e-32
215.09,2.471e-7,,,,,2.471e-7,4.207e-20,,6.312e-19,2.063e-31
215.17,3.632e-7,,,,,3.632e-7,1.397e-19,,7.996e-20,8.843e-31
215.26,5.368e-7,,,,,5.368e-7,4.882e-19,,7.067e-21,4.119e-30
215.34,7.033e-7,,,,,7.033e-7,1.360e-18,,7.472e-22,1.482e-29
215.42,8.522e-7,,,,,8.522e-7,3.485e-18,,7.255e-23,4.906e-29
215.5,9.541e-7,,,,,9.541e-7,8.226e-18,,6.471e-24,1.496e-28
215.58,9.869e-7,,,,,9.869e-7,1.787e-17,,,4.199e-28
215.67,9.324e-7,,,,,9.324e-7,3.875e-17,,,1.215e-27
215.75,8.148e-7,,,,,8.148e-7,7.062e-17,,,2.862e-27
215.83,6.579e-7,,,,,6.579e-7,1.185e-16,,2.423e-25,6.208e-27
215.91,4.922e-7,,,,,4.922e-7,1.829e-16,,2.748e-24,1.240e-26
215.99,3.476e-7,,,,,3.476e-7,2.600e-16,,2.872e-23,2.279e-26
216.07,2.569e-7,,,,,2.569e-7,3.403e-16,,2.769e-22,3.858e-26
216.16,3.032e-7,,,,,3.032e-7,4.172e-16,,3.214e-21,6.320e-26
216.24,6.929e-7,,,,,6.929e-7,4.579e-16,,2.607e-20,8.977e-26
216.32,1.994e-6,,,,,1.994e-6,4.626e-16,,1.949e-19,1.174e-25
216.4,5.645e-6,,,,,5.645e-6,4.303e-16,,1.343e-18,1.414e-25
216.48,1.490e-5,,,,,1.490e-5,3.685e-16,,8.536e-18,1.568e-25
216.57,4.032e-5,,,,,4.032e-5,2.803e-16,,6.202e-17,1.595e-25
216.65,8.964e-5,,,,,8.964e-5,2.013e-16,,3.316e-16,1.484e-25
216.73,1.836e-4,,,,,1.836e-4,1.332e-16,,1.634e-15,1.271e-25
216.81,3.467e-4,,,,,3.467e-4,8.134e-17,,7.428e-15,1.002e-25
216.89,6.034e-4,,,,,6.034e-4,4.620e-17,,3.112e-14,7.279e-26
216.97,9.678e-4,,,,,9.678e-4,2.520e-17,,1.202e-13,4.867e-26
217.06,1.494e-3,,,,,1.494e-3,1.402e-17,,4.988e-13,2.804e-26
217.14,2.014e-3,,,,,2.014e-3,1.165e-17,,1.621e-12,1.573e-26
217.22,2.504e-3,,,,,2.504e-3,1.415e-17,,4.857e-12,8.124e-27
217.3,2.868e-3,,,,,2.868e-3,2.010e-17,,1.342e-11,3.864e-27
217.38,3.028e-3,,,,,3.028e-3,2.832e-17,,3.416e-11,1.692e-27
217.47,2.920e-3,,,,,2.920e-3,3.861e-17,,8.873e-11,6.054e-28
217.55,2.593e-3,,,,,2.593e-3,4.683e-17,,1.901e-10,2.224e-28
217.63,2.122e-3,,,,,2.122e-3,5.239e-17,,3.756e-10,7.525e-29
217.71,1.600e-3,,,,,1.600e-3,5.402e-17,,6.840e-10,2.344e-29
217.79,1.112e-3,,,,,1.112e-3,5.133e-17,,1.148e-9,6.722e-30
217.88,6.704e-4,,,,,6.704e-4,4.397e-17,,1.867e-9,1.494e-30
217.96,3.920e-4,,,,,3.920e-4,3.513e-17,,2.638e-9,3.595e-31
218.04,2.113e-4,,,,,2.113e-4,2.588e-17,,3.439e-9,7.966e-32
218.12,1.052e-4,,,,,1.052e-4,1.757e-17,,4.136e-9,1.625e-32
218.2,4.865e-5,,,,,4.864e-5,1.100e-17,,4.597e-9,3.053e-33
218.28,2.141e-5,,,,,2.140e-5,6.358e-18,,4.732e-9,5.279e-34
218.37,9.007e-6,,,,,9.002e-6,3.119e-18,,4.493e-9,6.643e-35
218.45,5.614e-6,,,,,5.610e-6,1.524e-18,,4.035e-9,9.639e-36
218.53,5.278e-6,,,,,5.274e-6,6.907e-19,,3.507e-9,1.288e-36
218.61,6.122e-6,,,,,6.118e-6,2.914e-19,,3.069e-9,1.584e-37
218.69,7.215e-6,,,,,7.212e-6,1.152e-19,,2.833e-9,1.795e-38
218.78,8.125e-6,,,,,8.122e-6,3.796e-20,,2.841e-9,1.403e-39
218.86,8.354e-6,,,,,8.351e-6,1.353e-20,,3.032e-9,1.333e-40
218.94,7.951e-6,,,,,7.948e-6,4.694e-21,,3.282e-9,1.167e-41
219.02,7.000e-6,,,,,6.996e-6,1.611e-21,,3.482e-9,
219.1,5.700e-6,,,,,5.696e-6,5.710e-22,,3.556e-9,
219.18,4.292e-6,,,,,4.289e-6,2.706e-22,,3.484e-9,
219.27,2.842e-6,,,,,2.839e-6,3.369e-22,,3.261e-9,
219.35,1.814e-6,,,,,1.811e-6,7.473e-22,,2.989e-9,
219.43,1.071e-6,,,,,1.069e-6,1.730e-21,,2.689e-9,
219.51,5.857e-7,,,,,5.833e-7,3.759e-21,,2.376e-9,
219.59,2.966e-7,,,,,2.946e-7,7.556e-21,,2.051e-9,
219.68,1.262e-7,,,,,1.245e-7,1.507e-20,,1.669e-9,
219.76,5.463e-8,,,,,5.331e-8,2.557e-20,,1.322e-9,
219.84,2.211e-8,,,,,2.113e-8,4.006e-20,,9.882e-10,
219.92,8.440e-9,,,,,7.748e-9,5.795e-20,,6.921e-10,
220,3.081e-9,,,,,2.630e-9,7.739e-20,,4.516e-10,
220.09,9.664e-10,,,,,7.109e-10,9.741e-20,,2.556e-10,
220.17,3.467e-10,,,,,2.047e-10,1.098e-19,,1.420e-10,
220.25,1.275e-10,,,,,5.455e-11,1.143e-19,,7.296e-11,
220.33,4.809e-11,,,,,1.345e-11,1.098e-19,,3.464e-11,
220.41,1.826e-11,,,,,3.071e-12,9.741e-20,,1.519e-11,7.017e-40
220.49,6.796e-12,,,,,6.487e-13,7.979e-20,,6.147e-12,7.073e-39
220.58,2.122e-12,,,,,1.028e-13,5.795e-20,,2.019e-12,8.669e-38
220.66,7.079e-13,,,,,1.842e-14,4.006e-20,,6.895e-13,7.403e-37
220.74,2.203e-13,,,,,3.053e-15,2.557e-20,,2.172e-13,5.848e-36
220.82,6.364e-14,,,,,4.681e-16,1.507e-20,,6.317e-14,4.273e-35
220.9,1.702e-14,,,,,6.638e-17,8.199e-21,,1.695e-14,2.888e-34
220.99,3.513e-15,,,,,6.717e-18,3.758e-21,,3.506e-15,2.258e-33
221.07,7.942e-16,,,,,8.068e-19,1.726e-21,,7.934e-16,1.293e-32
221.15,1.665e-16,,,,,8.960e-20,7.318e-22,,1.664e-16,6.847e-32
221.23,3.611e-17,,,,,9.186e-21,2.865e-22,,3.610e-17,3.354e-31
221.31,2.761e-17,,,,,6.965e-22,1.035e-22,,2.761e-17,1.520e-30
221.39,1.071e-16,,,,,6.239e-23,3.455e-23,,1.071e-16,6.372e-30
221.48,5.708e-16,,,,,6.029e-23,9.138e-24,,5.708e-16,2.910e-29
221.56,2.343e-15,,,,,6.139e-22,2.574e-24,,2.343e-15,1.034e-28
221.64,8.896e-15,,,,,5.821e-21,6.693e-25,,8.896e-15,3.395e-28
221.72,3.126e-14,,,,,5.085e-20,1.607e-25,,3.126e-14,1.032e-27
221.8,1.017e-13,,,,,4.115e-19,3.562e-26,,1.017e-13,2.900e-27
221.89,3.492e-13,,,,,3.943e-18,5.946e-27,,3.492e-13,8.448e-27
221.97,9.633e-13,,,,,2.709e-17,1.112e-27,,9.633e-13,2.012e-26
222.05,2.461e-12,,,,,1.724e-16,1.922e-28,,2.460e-12,4.431e-26
222.13,5.821e-12,,,,,1.016e-15,3.065e-29,,5.820e-12,9.028e-26
222.21,1.276e-11,,,,,5.544e-15,4.513e-30,,1.275e-11,1.701e-25
222.3,2.819e-11,,,,,3.415e-14,4.755e-31,,2.815e-11,3.162e-25
222.38,5.270e-11,,,,,1.585e-13,5.909e-32,,5.254e-11,5.048e-25
222.46,9.172e-11,,,,,6.816e-13,6.781e-33,,9.104e-11,7.456e-25
222.54,1.493e-10,,,,,2.717e-12,7.184e-34,,1.466e-10,1.019e-24
222.62,2.297e-10,,,,,1.004e-11,7.027e-35,,2.197e-10,1.287e-24
222.7,3.414e-10,,,,,3.444e-11,6.346e-36,,3.069e-10,1.504e-24
222.79,5.383e-10,,,,,1.260e-10,,,4.123e-10,1.634e-24
222.87,8.685e-10,,,,,3.686e-10,,,4.999e-10,1.618e-24
222.95,1.571e-9,,,,,1.002e-9,,,5.693e-10,1.482e-24
223.03,3.142e-9,,,,,2.532e-9,,,6.105e-10,1.256e-24
223.11,6.568e-9,,,,,5.951e-9,,,6.178e-10,9.848e-25
223.2,1.488e-8,,,,,1.429e-8,,,5.856e-10,6.826e-25
223.28,2.941e-8,,,,,2.889e-8,,,5.266e-10,4.539e-25
223.36,5.493e-8,,,,,5.449e-8,,,4.480e-10,2.795e-25
223.44,9.635e-8,,,,,9.599e-8,,,3.602e-10,1.596e-25
223.52,1.584e-7,,,,,1.581e-7,,,2.731e-10,8.485e-26
223.6,2.439e-7,,,,,2.437e-7,,,1.949e-10,4.235e-26
223.69,3.670e-7,,,,,3.669e-7,,,1.236e-10,1.847e-26
223.77,4.928e-7,,,,,4.927e-7,,,7.682e-11,8.936e-27
223.85,6.208e-7,,,,,6.207e-7,,,4.461e-11,4.760e-27
223.93,7.336e-7,,,,,7.336e-7,,,2.421e-11,2.981e-27
224.01,8.133e-7,,,,,8.133e-7,,,1.247e-11,2.145e-27
224.1,8.456e-7,,,,,8.456e-7,,,6.373e-12,1.578e-27
224.18,8.169e-7,,,,,8.169e-7,,,5.850e-12,1.178e-27
224.26,7.389e-7,,,,,7.389e-7,,,1.080e-11,8.336e-28
224.34,6.251e-7,,,,,6.251e-7,,,2.533e-11,5.514e-28
224.42,4.942e-7,,,,,4.941e-7,,,5.855e-11,3.390e-28
224.5,3.647e-7,,,,,3.646e-7,,,1.266e-10,1.933e-28
224.59,2.386e-7,,,,,2.383e-7,,,2.755e-10,9.377e-29
224.67,1.519e-7,,,,,1.514e-7,,,5.072e-10,4.543e-29
224.75,9.046e-8,,,,,8.960e-8,,,8.654e-10,2.038e-29
224.83,5.069e-8,,,,,4.932e-8,,,1.368e-9,8.461e-30
224.91,2.724e-8,,,,,2.524e-8,,,2.005e-9,3.252e-30
225,1.369e-8,,,,,1.088e-8,,,2.815e-9,1.012e-30
225.08,8.275e-9,,,,,4.761e-9,,,3.514e-9,3.300e-31
225.16,6.008e-9,,,,,1.934e-9,,,4.074e-9,9.964e-32
225.24,5.124e-9,,,,,7.298e-10,,,4.394e-9,2.785e-32
225.32,4.684e-9,,,,,2.571e-10,,,4.427e-9,7.206e-33
225.41,4.231e-9,,,,,8.038e-11,,,4.150e-9,1.436e-33
225.49,3.777e-9,,,,,5.374e-11,,,3.724e-9,3.152e-34
225.57,3.366e-9,,,,,1.170e-10,,,3.249e-9,6.407e-35
225.65,3.185e-9,,,,,3.573e-10,,,2.827e-9,1.205e-35
225.73,3.576e-9,,,,,1.064e-9,,,2.512e-9,2.099e-36
225.81,5.268e-9,,,,,2.968e-9,,,2.300e-9,3.384e-37
225.9,1.081e-8,,,,,8.682e-9,,,2.126e-9,3.959e-38
225.98,2.293e-8,,,,,2.097e-8,,,1.967e-9,5.418e-39
226.06,4.907e-8,,,,,4.731e-8,,,1.761e-9,7.037e-40
226.14,1.012e-7,,,,,9.974e-8,,,1.497e-9,2.285e-40
226.22,1.976e-7,,,,,1.964e-7,,,1.197e-9,1.150e-39
226.31,3.889e-7,,,,,3.881e-7,,,8.570e-10,1.038e-38
226.39,6.615e-7,,,,,6.609e-7,,,5.898e-10,6.830e-38
226.47,1.051e-6,,,,,1.051e-6,,,3.770e-10,4.172e-37
226.55,1.559e-6,,,,,1.559e-6,,,2.236e-10,2.366e-36
226.63,2.157e-6,,,,,2.157e-6,,,1.230e-10,1.246e-35
226.71,2.783e-6,,,,,2.783e-6,,,6.273e-11,6.088e-35
226.8,3.408e-6,,,,,3.408e-6,,,2.687e-11,3.321e-34
226.88,3.785e-6,,,,,3.785e-6,,,1.168e-11,1.387e-33
226.96,3.915e-6,,,,,3.915e-6,,,4.766e-12,5.374e-33
227.04,3.771e-6,,,,,3.771e-6,,,1.999e-12,1.934e-32
227.12,3.379e-6,,,,,3.379e-6,,,1.416e-12,6.463e-32
227.21,2.741e-6,,,,,2.741e-6,8.451e-23,,2.995e-12,2.298e-31
227.29,2.107e-6,,,,,2.107e-6,7.927e-22,,8.005e-12,6.557e-31
227.37,1.506e-6,,,,,1.506e-6,6.909e-21,,2.085e-11,1.737e-30
227.45,1.001e-6,,,,,1.001e-6,5.595e-20,,5.081e-11,4.274e-30
227.53,6.183e-7,,,,,6.182e-7,4.211e-19,,1.154e-10,9.761e-30
227.62,3.297e-7,,,,,3.294e-7,3.736e-18,,2.667e-10,2.262e-29
227.7,1.746e-7,,,,,1.741e-7,2.406e-17,,5.210e-10,4.412e-29
227.78,8.647e-8,,,,,8.552e-8,1.439e-16,,9.491e-10,7.991e-29
227.86,4.063e-8,,,,,3.902e-8,8.003e-16,,1.613e-9,1.344e-28
227.94,1.910e-8,,,,,1.654e-8,4.135e-15,,2.562e-9,2.098e-28
228.02,1.032e-8,,,,,6.509e-9,1.985e-14,,3.808e-9,3.040e-28
228.11,7.613e-9,,,,,2.087e-9,1.062e-13,,5.525e-9,4.224e-28
228.19,7.962e-9,,,,,7.022e-10,4.363e-13,,7.259e-9,5.229e-28
228.27,9.367e-9,,,,,2.193e-10,1.665e-12,,9.146e-9,6.010e-28
228.35,1.133e-8,,,,,6.362e-11,5.906e-12,,1.126e-8,6.414e-28
228.43,1.394e-8,,,,,1.713e-11,1.947e-11,,1.390e-8,6.354e-28
228.52,1.827e-8,,,,,3.584e-12,6.821e-11,,1.820e-8,5.754e-28
228.6,2.427e-8,,,,,8.243e-13,1.924e-10,,2.408e-8,4.869e-28
228.68,3.328e-8,,,,,1.760e-13,5.040e-10,,3.278e-8,3.825e-28
228.76,4.612e-8,,,,,3.489e-14,1.227e-9,,4.490e-8,2.790e-28
228.84,6.324e-8,,,,,6.421e-15,2.777e-9,,6.046e-8,1.890e-28
228.92,8.452e-8,,,,,1.097e-15,5.838e-9,,7.868e-8,1.188e-28
229.01,1.126e-7,,,,,1.374e-16,1.234e-8,,1.003e-7,6.451e-29
229.09,1.402e-7,,,,,2.004e-17,2.219e-8,,1.180e-7,3.464e-29
229.17,1.691e-7,,,,,2.713e-18,3.710e-8,,1.320e-7,1.727e-29
229.25,1.987e-7,,,,,3.409e-19,5.763e-8,,1.411e-7,7.996e-30
229.33,2.287e-7,,,,,3.975e-20,8.318e-8,,1.455e-7,3.437e-30
229.42,2.630e-7,,,,,3.221e-21,1.151e-7,,1.478e-7,1.222e-30
229.5,2.939e-7,,,,,2.362e-22,1.422e-7,,1.517e-7,4.755e-31
229.58,3.245e-7,,,,,,1.632e-7,,1.614e-7,2.774e-31
229.66,3.535e-7,,,,,,1.740e-7,,1.795e-7,5.497e-31
229.74,3.782e-7,,,,,,1.724e-7,,2.059e-7,1.883e-30
229.82,3.955e-7,,,,,,1.587e-7,,2.368e-7,6.488e-30
229.91,4.018e-7,,,,,,1.325e-7,,2.693e-7,2.413e-29
229.99,3.927e-7,,,,,,1.044e-7,,2.883e-7,7.198e-29
230.07,3.687e-7,,,,,,7.641e-8,,2.923e-7,2.002e-28
230.15,3.310e-7,,,,,,5.198e-8,,2.790e-7,5.193e-28
230.23,2.832e-7,,,,,,3.285e-8,,2.503e-7,1.259e-27
230.32,2.235e-7,,,,,,1.796e-8,,2.055e-7,3.147e-27
230.4,1.711e-7,,2.070e-41,,,,9.714e-9,,1.614e-7,6.640e-27
230.48,1.240e-7,,1.993e-40,,,,4.882e-9,,1.191e-7,1.318e-26
230.56,8.494e-8,,1.787e-39,,,,2.280e-9,,8.266e-8,2.469e-26
230.64,5.500e-8,,1.492e-38,,,,9.893e-10,,5.401e-8,4.384e-26
230.73,3.150e-8,,1.491e-37,,,,3.543e-10,,3.114e-8,7.890e-26
230.81,1.804e-8,,1.070e-36,,,,1.315e-10,,1.791e-8,1.269e-25
230.89,9.747e-9,,7.148e-36,,,,4.538e-11,,9.702e-9,1.961e-25
230.97,4.960e-9,,4.447e-35,,,,1.455e-11,,4.945e-9,2.915e-25
231.05,2.375e-9,,2.576e-34,,,,4.333e-12,,2.370e-9,4.171e-25
231.13,1.069e-9,,1.389e-33,,,,1.200e-12,,1.067e-9,5.738e-25
231.22,4.035e-10,,8.495e-33,,,,2.591e-13,,4.032e-10,7.810e-25
231.3,1.587e-10,,3.938e-32,,,,6.135e-14,,1.586e-10,9.788e-25
231.38,5.899e-11,,1.700e-31,,,,1.350e-14,,5.898e-11,1.168e-24
231.46,2.213e-11,,6.830e-31,,,,2.761e-15,,2.213e-11,1.324e-24
231.54,1.210e-11,,2.556e-30,,,,5.248e-16,,1.210e-11,1.424e-24
231.63,1.758e-11,,1.036e-29,,,,7.423e-17,,1.758e-11,1.448e-24
231.71,3.760e-11,,3.331e-29,,,,1.207e-17,,3.760e-11,1.388e-24
231.79,8.108e-11,,9.975e-29,,,,1.823e-18,,8.108e-11,1.260e-24
231.87,1.651e-10,,2.781e-28,,,,2.560e-19,,1.651e-10,1.085e-24
231.95,3.147e-10,,7.221e-28,,,,3.340e-20,,3.147e-10,8.875e-25
232.03,5.618e-10,,1.746e-27,,,,4.049e-21,,5.618e-10,6.895e-25
232.12,9.971e-10,,4.327e-27,,,,3.454e-22,,9.971e-10,4.886e-25
232.2,1.550e-9,,8.990e-27,,,,3.582e-23,,1.550e-9,3.411e-25
232.28,2.258e-9,,1.739e-26,,,,,,2.258e-9,2.263e-25
232.36,3.086e-9,,3.133e-26,,,,,,3.086e-9,1.425e-25
232.44,3.956e-9,,5.254e-26,,,,,,3.956e-9,8.516e-26
232.53,4.849e-9,,8.633e-26,,,,,,4.849e-9,4.467e-26
232.61,5.432e-9,,1.244e-25,,,,,,5.432e-9,2.369e-26
232.69,5.709e-9,,1.670e-25,,,,,,5.709e-9,1.185e-26
232.77,5.629e-9,,2.087e-25,,,,,,5.629e-9,5.573e-27
232.85,5.206e-9,,2.429e-25,,,,,,5.206e-9,2.463e-27
232.94,4.413e-9,,2.645e-25,,,,,,4.413e-9,9.100e-28
233.02,3.556e-9,,2.645e-25,,,,,,3.556e-9,3.503e-28
233.1,2.683e-9,,2.463e-25,,,,,,2.683e-9,1.261e-28
233.18,1.895e-9,,2.135e-25,,,,,,1.895e-9,4.243e-29
233.26,1.252e-9,,1.724e-25,,,,,,1.252e-9,1.333e-29
233.34,7.738e-10,,1.296e-25,,,,,,7.738e-10,3.909e-30
233.43,4.151e-10,,8.633e-26,,,,,,4.151e-10,9.046e-31
233.51,2.220e-10,,5.577e-26,,,,,,2.220e-10,2.286e-31
233.59,1.108e-10,,3.355e-26,,,,,,1.108e-10,5.384e-32
233.67,5.164e-11,,1.879e-26,,,,,,5.164e-11,1.182e-32
233.75,2.245e-11,,9.801e-27,,,,,,2.245e-11,2.415e-33
233.84,8.091e-12,,4.327e-27,,,,,,8.091e-12,3.717e-34
233.92,3.032e-12,,1.940e-27,,,,,,3.032e-12,6.531e-35
234,1.059e-12,,8.095e-28,,,,,,1.059e-12,1.068e-35
234.08,3.450e-13,,3.146e-28,,,,,,3.450e-13,1.627e-36
234.16,1.047e-13,,1.138e-28,,,,,,1.047e-13,2.305e-37
234.24,2.960e-14,,3.835e-29,,,,,,2.960e-14,3.042e-38
234.33,6.566e-15,,1.036e-29,,,,,,6.566e-15,2.847e-39
234.41,1.597e-15,,2.999e-30,,,,,,1.597e-15,3.228e-40
234.49,3.626e-16,,8.087e-31,,,,,,3.626e-16,3.405e-41
234.57,8.096e-17,,2.030e-31,,,,,,8.096e-17,
234.65,3.889e-17,,4.746e-32,,,,,,3.889e-17,1.072e-40
234.74,1.420e-16,,8.503e-33,,,,,,1.420e-16,1.245e-39
234.82,6.250e-16,,1.751e-33,,,,,,6.250e-16,1.025e-38
234.9,2.604e-15,,5.494e-34,,,,,,2.604e-15,7.872e-38
234.98,1.013e-14,,1.182e-33,,,,,,1.013e-14,5.648e-37
235.06,3.677e-14,,5.158e-33,,,,,,3.677e-14,3.785e-36
235.14,1.245e-13,,2.196e-32,,,,,,1.245e-13,2.368e-35
235.23,4.523e-13,,1.034e-31,,,,,,4.523e-13,1.718e-34
235.31,1.322e-12,,3.806e-31,,,,,,1.322e-12,9.295e-34
235.39,3.608e-12,,1.308e-30,,,,,,3.608e-12,4.698e-33
235.47,9.184e-12,,4.195e-30,,,,,,9.184e-12,2.218e-32
235.55,2.182e-11,,1.256e-29,,,,,,2.182e-11,9.777e-32
235.64,5.316e-11,,3.969e-29,,,,,,5.316e-11,4.782e-31
235.72,1.090e-10,,1.026e-28,,,,,,1.090e-10,1.823e-30
235.8,2.086e-10,,2.475e-28,,,,,,2.086e-10,6.494e-30
235.88,3.725e-10,,5.572e-28,,,,,,3.725e-10,2.160e-29
235.96,6.206e-10,,1.171e-27,,,,,,6.206e-10,6.712e-29
236.05,1.015e-9,,2.485e-27,,,,,,1.015e-9,2.215e-28
236.13,1.459e-9,,4.508e-27,,,,,,1.459e-9,5.952e-28
236.21,1.958e-9,,7.633e-27,,,,,,1.958e-9,1.494e-27
236.29,2.453e-9,,1.206e-26,,,,,,2.453e-9,3.505e-27
236.37,2.868e-9,,1.779e-26,,,,,,2.868e-9,7.680e-27
236.45,3.131e-9,,2.448e-26,,,,,,3.131e-9,1.572e-26
236.54,3.189e-9,,3.229e-26,,,,,,3.189e-9,3.246e-26
236.62,3.029e-9,,3.837e-26,,,,,,3.029e-9,5.755e-26
236.7,2.718e-9,,4.256e-26,,,,,,2.718e-9,9.545e-26
236.78,2.346e-9,,4.406e-26,,,,,,2.346e-9,1.482e-25
236.86,2.020e-9,,4.256e-26,,,,,,2.020e-9,2.158e-25
236.95,1.836e-9,,3.770e-26,,,,,,1.836e-9,3.061e-25
237.03,1.918e-9,,3.145e-26,,,,,,1.918e-9,3.934e-25
237.11,2.267e-9,,2.448e-26,,,,,,2.267e-9,4.822e-25
237.19,2.859e-9,,1.779e-26,,,,,,2.859e-9,5.707e-25
237.27,3.617e-9,,1.206e-26,,,,,,3.617e-9,6.639e-25
237.35,4.415e-9,,7.633e-27,,,,,,4.415e-9,7.750e-25
237.44,5.174e-9,,4.200e-27,,,,,,5.174e-9,9.469e-25
237.52,5.570e-9,,2.295e-27,,,2.048e-20,,,5.570e-9,1.167e-24
237.6,5.610e-9,,1.171e-27,,,2.572e-19,,,5.610e-9,1.473e-24
237.68,5.280e-9,,5.572e-28,,,2.197e-18,,,5.280e-9,1.877e-24
237.76,4.642e-9,,2.475e-28,,,1.757e-17,,,4.642e-9,2.380e-24
237.85,3.700e-9,,9.146e-29,,,1.682e-16,,,3.700e-9,3.055e-24
237.93,2.812e-9,,3.508e-29,,,1.167e-15,,,2.812e-9,3.741e-24
